,Region,Name,Year,Series,Value,Category,ISO3
22399,512,Oman,2005,Percentage of individuals using the internet,6.6836,INT,OMN
22411,586,Pakistan,2005,Percentage of individuals using the internet,6.3323,INT,PAK
22417,591,Panama,2005,Percentage of individuals using the internet,11.484,INT,PAN
22423,598,Papua New Guinea,2005,Percentage of individuals using the internet,1.7162,INT,PNG
22429,600,Paraguay,2005,Percentage of individuals using the internet,7.907,INT,PRY
22436,604,Peru,2005,Percentage of individuals using the internet,17.1,INT,PER
22443,608,Philippines,2005,Percentage of individuals using the internet,5.3976,INT,PHL
22449,616,Poland,2005,Percentage of individuals using the internet,38.81,INT,POL
22456,620,Portugal,2005,Percentage of individuals using the internet,34.99,INT,PRT
22463,630,Puerto Rico,2005,Percentage of individuals using the internet,23.4001,INT,PRI
22469,634,Qatar,2005,Percentage of individuals using the internet,24.7335,INT,QAT
22489,642,Romania,2005,Percentage of individuals using the internet,21.5,INT,ROU
22496,643,Russian Federation,2005,Percentage of individuals using the internet,15.2267,INT,RUS
22503,646,Rwanda,2005,Percentage of individuals using the internet,0.556,INT,RWA
22509,654,Saint Helena,2005,Percentage of individuals using the internet,15.9101,INT,SHN
22514,659,Saint Kitts and Nevis,2005,Percentage of individuals using the internet,34,INT,KNA
22520,662,Saint Lucia,2005,Percentage of individuals using the internet,21.5676,INT,LCA
22533,882,Samoa,2005,Percentage of individuals using the internet,3.3526,INT,WSM
22539,674,San Marino,2005,Percentage of individuals using the internet,50.2596,INT,SMR
22542,678,Sao Tome and Principe,2005,Percentage of individuals using the internet,13.7595,INT,STP
22548,682,Saudi Arabia,2005,Percentage of individuals using the internet,12.705,INT,SAU
22555,686,Senegal,2005,Percentage of individuals using the internet,4.7867,INT,SEN
22560,688,Serbia,2005,Percentage of individuals using the internet,26.3,INT,SRB
22567,690,Seychelles,2005,Percentage of individuals using the internet,25.4133,INT,SYC
22573,694,Sierra Leone,2005,Percentage of individuals using the internet,0.2154,INT,SLE
22579,702,Singapore,2005,Percentage of individuals using the internet,61,INT,SGP
22586,703,Slovakia,2005,Percentage of individuals using the internet,55.19,INT,SVK
22593,705,Slovenia,2005,Percentage of individuals using the internet,46.81,INT,SVN
22600,90,Solomon Islands,2005,Percentage of individuals using the internet,0.8443,INT,SLB
22606,706,Somalia,2005,Percentage of individuals using the internet,1.0773,INT,SOM
22611,710,South Africa,2005,Percentage of individuals using the internet,7.4885,INT,ZAF
22620,724,Spain,2005,Percentage of individuals using the internet,47.88,INT,ESP
22627,144,Sri Lanka,2005,Percentage of individuals using the internet,1.792,INT,LKA
22640,729,Sudan,2005,Percentage of individuals using the internet,1.292,INT,SDN
22646,740,Suriname,2005,Percentage of individuals using the internet,6.4031,INT,SUR
22652,752,Sweden,2005,Percentage of individuals using the internet,84.83,INT,SWE
22659,756,Switzerland,2005,Percentage of individuals using the internet,70.1,INT,CHE
22671,762,Tajikistan,2005,Percentage of individuals using the internet,0.2987,INT,TJK
22677,764,Thailand,2005,Percentage of individuals using the internet,15.026,INT,THA
22683,626,Timor-Leste,2005,Percentage of individuals using the internet,0.099,INT,TLS
22689,768,Togo,2005,Percentage of individuals using the internet,1.8,INT,TGO
22695,776,Tonga,2005,Percentage of individuals using the internet,4.9078,INT,TON
22701,780,Trinidad and Tobago,2005,Percentage of individuals using the internet,28.9767,INT,TTO
22707,788,Tunisia,2005,Percentage of individuals using the internet,9.6551,INT,TUN
22714,792,Turkey,2005,Percentage of individuals using the internet,15.46,INT,TUR
22721,795,Turkmenistan,2005,Percentage of individuals using the internet,0.9973,INT,TKM
22732,800,Uganda,2005,Percentage of individuals using the internet,1.7422,INT,UGA
22738,804,Ukraine,2005,Percentage of individuals using the internet,3.7498,INT,UKR
22745,784,United Arab Emirates,2005,Percentage of individuals using the internet,40,INT,ARE
22752,826,United Kingdom,2005,Percentage of individuals using the internet,70,INT,GBR
22765,840,United States of America,2005,Percentage of individuals using the internet,67.9681,INT,USA
22777,858,Uruguay,2005,Percentage of individuals using the internet,20.0882,INT,URY
22784,860,Uzbekistan,2005,Percentage of individuals using the internet,3.3435,INT,UZB
22791,548,Vanuatu,2005,Percentage of individuals using the internet,5.0823,INT,VUT
22803,704,Viet Nam,2005,Percentage of individuals using the internet,12.7399,INT,VNM
22810,876,Wallis and Futuna Islands,2005,Percentage of individuals using the internet,6.7042,INT,WLF
22813,887,Yemen,2005,Percentage of individuals using the internet,1.0486,INT,YEM
22819,894,Zambia,2005,Percentage of individuals using the internet,2.8518,INT,ZMB
22826,716,Zimbabwe,2005,Percentage of individuals using the internet,2.4,INT,ZWE
23419,4,Afghanistan,2005,Labour force participation - Total,48.49,LAB,AFG
23420,4,Afghanistan,2005,Unemployment rate - Total,11.43,LAB,AFG
23421,4,Afghanistan,2005,Labour force participation - Male,78.82,LAB,AFG
23422,4,Afghanistan,2005,Unemployment rate - Male,10.78,LAB,AFG
23423,4,Afghanistan,2005,Labour force participation - Female,15.8,LAB,AFG
23424,4,Afghanistan,2005,Unemployment rate - Female,14.91,LAB,AFG
23443,8,Albania,2005,Labour force participation - Total,57.46,LAB,ALB
23444,8,Albania,2005,Unemployment rate - Total,16.46,LAB,ALB
23445,8,Albania,2005,Labour force participation - Male,67.11,LAB,ALB
23446,8,Albania,2005,Unemployment rate - Male,16.13,LAB,ALB
23447,8,Albania,2005,Labour force participation - Female,47.94,LAB,ALB
23448,8,Albania,2005,Unemployment rate - Female,16.92,LAB,ALB
23467,12,Algeria,2005,Labour force participation - Total,42.54,LAB,DZA
23468,12,Algeria,2005,Unemployment rate - Total,15.27,LAB,DZA
23469,12,Algeria,2005,Labour force participation - Male,71.79,LAB,DZA
23470,12,Algeria,2005,Unemployment rate - Male,14.78,LAB,DZA
23471,12,Algeria,2005,Labour force participation - Female,12.84,LAB,DZA
23472,12,Algeria,2005,Unemployment rate - Female,18.03,LAB,DZA
23497,16,American Samoa,2005,Labour force participation - Total,59.9,LAB,ASM
23500,24,Angola,2005,Labour force participation - Total,77.11,LAB,AGO
23501,24,Angola,2005,Unemployment rate - Total,3.8,LAB,AGO
23502,24,Angola,2005,Labour force participation - Male,78.76,LAB,AGO
23503,24,Angola,2005,Unemployment rate - Male,4.73,LAB,AGO
23504,24,Angola,2005,Labour force participation - Female,75.49,LAB,AGO
23505,24,Angola,2005,Unemployment rate - Female,2.85,LAB,AGO
23536,32,Argentina,2005,Labour force participation - Total,61.95,LAB,ARG
23537,32,Argentina,2005,Unemployment rate - Total,11.51,LAB,ARG
23538,32,Argentina,2005,Labour force participation - Male,75.46,LAB,ARG
23539,32,Argentina,2005,Unemployment rate - Male,10.03,LAB,ARG
23540,32,Argentina,2005,Labour force participation - Female,49.61,LAB,ARG
23541,32,Argentina,2005,Unemployment rate - Female,13.56,LAB,ARG
23560,51,Armenia,2005,Labour force participation - Total,52.6,LAB,ARM
23561,51,Armenia,2005,Unemployment rate - Total,10.39,LAB,ARM
23562,51,Armenia,2005,Labour force participation - Male,61.74,LAB,ARM
23563,51,Armenia,2005,Unemployment rate - Male,9.64,LAB,ARM
23564,51,Armenia,2005,Labour force participation - Female,44.97,LAB,ARM
23565,51,Armenia,2005,Unemployment rate - Female,11.26,LAB,ARM
23596,36,Australia,2005,Labour force participation - Total,64.56,LAB,AUS
23597,36,Australia,2005,Unemployment rate - Total,5.03,LAB,AUS
23598,36,Australia,2005,Labour force participation - Male,72.21,LAB,AUS
23599,36,Australia,2005,Unemployment rate - Male,4.88,LAB,AUS
23600,36,Australia,2005,Labour force participation - Female,57.06,LAB,AUS
23601,36,Australia,2005,Unemployment rate - Female,5.22,LAB,AUS
23620,40,Austria,2005,Labour force participation - Total,58.11,LAB,AUT
23621,40,Austria,2005,Unemployment rate - Total,5.63,LAB,AUT
23622,40,Austria,2005,Labour force participation - Male,66.13,LAB,AUT
23623,40,Austria,2005,Unemployment rate - Male,5.44,LAB,AUT
23624,40,Austria,2005,Labour force participation - Female,50.67,LAB,AUT
23625,40,Austria,2005,Unemployment rate - Female,5.86,LAB,AUT
23644,31,Azerbaijan,2005,Labour force participation - Total,62.81,LAB,AZE
23645,31,Azerbaijan,2005,Unemployment rate - Total,7.3,LAB,AZE
23646,31,Azerbaijan,2005,Labour force participation - Male,68.35,LAB,AZE
23647,31,Azerbaijan,2005,Unemployment rate - Male,7.25,LAB,AZE
23648,31,Azerbaijan,2005,Labour force participation - Female,57.66,LAB,AZE
23649,31,Azerbaijan,2005,Unemployment rate - Female,7.35,LAB,AZE
23668,44,Bahamas,2005,Labour force participation - Total,74.65,LAB,BHS
23669,44,Bahamas,2005,Unemployment rate - Total,10.2,LAB,BHS
23670,44,Bahamas,2005,Labour force participation - Male,81.04,LAB,BHS
23671,44,Bahamas,2005,Unemployment rate - Male,9.28,LAB,BHS
23672,44,Bahamas,2005,Labour force participation - Female,68.76,LAB,BHS
23673,44,Bahamas,2005,Unemployment rate - Female,11.2,LAB,BHS
23692,48,Bahrain,2005,Labour force participation - Total,68.61,LAB,BHR
23693,48,Bahrain,2005,Unemployment rate - Total,1,LAB,BHR
23694,48,Bahrain,2005,Labour force participation - Male,86.17,LAB,BHR
23695,48,Bahrain,2005,Unemployment rate - Male,0.3,LAB,BHR
23696,48,Bahrain,2005,Labour force participation - Female,38.94,LAB,BHR
23697,48,Bahrain,2005,Unemployment rate - Female,3.6,LAB,BHR
23716,50,Bangladesh,2005,Labour force participation - Total,57.49,LAB,BGD
23717,50,Bangladesh,2005,Unemployment rate - Total,4.25,LAB,BGD
23718,50,Bangladesh,2005,Labour force participation - Male,85.58,LAB,BGD
23719,50,Bangladesh,2005,Unemployment rate - Male,3.38,LAB,BGD
23720,50,Bangladesh,2005,Labour force participation - Female,27.86,LAB,BGD
23721,50,Bangladesh,2005,Unemployment rate - Female,7.08,LAB,BGD
23740,52,Barbados,2005,Labour force participation - Total,68.89,LAB,BRB
23741,52,Barbados,2005,Unemployment rate - Total,9.08,LAB,BRB
23742,52,Barbados,2005,Labour force participation - Male,74.77,LAB,BRB
23743,52,Barbados,2005,Unemployment rate - Male,7.45,LAB,BRB
23744,52,Barbados,2005,Labour force participation - Female,63.61,LAB,BRB
23745,52,Barbados,2005,Unemployment rate - Female,10.8,LAB,BRB
23764,112,Belarus,2005,Labour force participation - Total,60.87,LAB,BLR
23765,112,Belarus,2005,Unemployment rate - Total,8.46,LAB,BLR
23766,112,Belarus,2005,Labour force participation - Male,67.33,LAB,BLR
23767,112,Belarus,2005,Unemployment rate - Male,10.04,LAB,BLR
23768,112,Belarus,2005,Labour force participation - Female,55.41,LAB,BLR
23769,112,Belarus,2005,Unemployment rate - Female,6.83,LAB,BLR
23788,56,Belgium,2005,Labour force participation - Total,53.17,LAB,BEL
23789,56,Belgium,2005,Unemployment rate - Total,8.44,LAB,BEL
23790,56,Belgium,2005,Labour force participation - Male,61.29,LAB,BEL
23791,56,Belgium,2005,Unemployment rate - Male,7.6,LAB,BEL
23792,56,Belgium,2005,Labour force participation - Female,45.49,LAB,BEL
23793,56,Belgium,2005,Unemployment rate - Female,9.51,LAB,BEL
23812,84,Belize,2005,Labour force participation - Total,63.91,LAB,BLZ
23813,84,Belize,2005,Unemployment rate - Total,10.91,LAB,BLZ
23814,84,Belize,2005,Labour force participation - Male,81.89,LAB,BLZ
23815,84,Belize,2005,Unemployment rate - Male,7.4,LAB,BLZ
23816,84,Belize,2005,Labour force participation - Female,45.84,LAB,BLZ
23817,84,Belize,2005,Unemployment rate - Female,17.21,LAB,BLZ
23836,204,Benin,2005,Labour force participation - Total,71.85,LAB,BEN
23837,204,Benin,2005,Unemployment rate - Total,0.79,LAB,BEN
23838,204,Benin,2005,Labour force participation - Male,76.62,LAB,BEN
23839,204,Benin,2005,Unemployment rate - Male,0.95,LAB,BEN
23840,204,Benin,2005,Labour force participation - Female,67.33,LAB,BEN
23841,204,Benin,2005,Unemployment rate - Female,0.62,LAB,BEN
23879,64,Bhutan,2005,Labour force participation - Total,70.61,LAB,BTN
23880,64,Bhutan,2005,Unemployment rate - Total,3.1,LAB,BTN
23881,64,Bhutan,2005,Labour force participation - Male,75.31,LAB,BTN
23882,64,Bhutan,2005,Unemployment rate - Male,2.93,LAB,BTN
23883,64,Bhutan,2005,Labour force participation - Female,65.23,LAB,BTN
23884,64,Bhutan,2005,Unemployment rate - Female,3.33,LAB,BTN
23927,70,Bosnia and Herzegovina,2005,Labour force participation - Total,44.04,LAB,BIH
23928,70,Bosnia and Herzegovina,2005,Unemployment rate - Total,30.45,LAB,BIH
23929,70,Bosnia and Herzegovina,2005,Labour force participation - Male,57.19,LAB,BIH
23930,70,Bosnia and Herzegovina,2005,Unemployment rate - Male,28.17,LAB,BIH
23931,70,Bosnia and Herzegovina,2005,Labour force participation - Female,31.61,LAB,BIH
23932,70,Bosnia and Herzegovina,2005,Unemployment rate - Female,34.34,LAB,BIH
23951,72,Botswana,2005,Labour force participation - Total,62.49,LAB,BWA
23952,72,Botswana,2005,Unemployment rate - Total,19.8,LAB,BWA
23953,72,Botswana,2005,Labour force participation - Male,71.03,LAB,BWA
23954,72,Botswana,2005,Unemployment rate - Male,17.73,LAB,BWA
23955,72,Botswana,2005,Labour force participation - Female,54.73,LAB,BWA
23956,72,Botswana,2005,Unemployment rate - Female,22.24,LAB,BWA
23975,76,Brazil,2005,Labour force participation - Total,66.37,LAB,BRA
23976,76,Brazil,2005,Unemployment rate - Total,9.57,LAB,BRA
23977,76,Brazil,2005,Labour force participation - Male,78.18,LAB,BRA
23978,76,Brazil,2005,Unemployment rate - Male,7.38,LAB,BRA
23979,76,Brazil,2005,Labour force participation - Female,55.08,LAB,BRA
23980,76,Brazil,2005,Unemployment rate - Female,12.54,LAB,BRA
23999,96,Brunei Darussalam,2005,Labour force participation - Total,67.11,LAB,BRN
24000,96,Brunei Darussalam,2005,Unemployment rate - Total,5.66,LAB,BRN
24001,96,Brunei Darussalam,2005,Labour force participation - Male,77.58,LAB,BRN
24002,96,Brunei Darussalam,2005,Unemployment rate - Male,4.73,LAB,BRN
24003,96,Brunei Darussalam,2005,Labour force participation - Female,56.22,LAB,BRN
24004,96,Brunei Darussalam,2005,Unemployment rate - Female,7.01,LAB,BRN
24023,100,Bulgaria,2005,Labour force participation - Total,50.38,LAB,BGR
24024,100,Bulgaria,2005,Unemployment rate - Total,10.08,LAB,BGR
24025,100,Bulgaria,2005,Labour force participation - Male,56.42,LAB,BGR
24026,100,Bulgaria,2005,Unemployment rate - Male,10.3,LAB,BGR
24027,100,Bulgaria,2005,Labour force participation - Female,44.74,LAB,BGR
24028,100,Bulgaria,2005,Unemployment rate - Female,9.83,LAB,BGR
24047,854,Burkina Faso,2005,Labour force participation - Total,74.15,LAB,BFA
24048,854,Burkina Faso,2005,Unemployment rate - Total,4,LAB,BFA
24049,854,Burkina Faso,2005,Labour force participation - Male,86.82,LAB,BFA
24050,854,Burkina Faso,2005,Unemployment rate - Male,3.52,LAB,BFA
24051,854,Burkina Faso,2005,Labour force participation - Female,62.44,LAB,BFA
24052,854,Burkina Faso,2005,Unemployment rate - Female,4.62,LAB,BFA
24071,108,Burundi,2005,Labour force participation - Total,80.44,LAB,BDI
24072,108,Burundi,2005,Unemployment rate - Total,1.83,LAB,BDI
24073,108,Burundi,2005,Labour force participation - Male,79.17,LAB,BDI
24074,108,Burundi,2005,Unemployment rate - Male,2.37,LAB,BDI
24075,108,Burundi,2005,Labour force participation - Female,81.64,LAB,BDI
24076,108,Burundi,2005,Unemployment rate - Female,1.34,LAB,BDI
24119,116,Cambodia,2005,Labour force participation - Total,80.99,LAB,KHM
24120,116,Cambodia,2005,Unemployment rate - Total,1.35,LAB,KHM
24121,116,Cambodia,2005,Labour force participation - Male,86.88,LAB,KHM
24122,116,Cambodia,2005,Unemployment rate - Male,1.19,LAB,KHM
24123,116,Cambodia,2005,Labour force participation - Female,75.74,LAB,KHM
24124,116,Cambodia,2005,Unemployment rate - Female,1.5,LAB,KHM
24143,120,Cameroon,2005,Labour force participation - Total,81.75,LAB,CMR
24144,120,Cameroon,2005,Unemployment rate - Total,4.4,LAB,CMR
24145,120,Cameroon,2005,Labour force participation - Male,85.37,LAB,CMR
24146,120,Cameroon,2005,Unemployment rate - Male,4.21,LAB,CMR
24147,120,Cameroon,2005,Labour force participation - Female,78.21,LAB,CMR
24148,120,Cameroon,2005,Unemployment rate - Female,4.61,LAB,CMR
24167,124,Canada,2005,Labour force participation - Total,66.67,LAB,CAN
24168,124,Canada,2005,Unemployment rate - Total,6.76,LAB,CAN
